2.0	51	100
2.0	52	82
2.0	53	80
2.0	54	71
2.0	55	61
2.0	56	39
2.0	57	37
2.0	58	27
2.0	59	24
2.0	60	23
2.0	61	21
2.0	62	20
2.0	63	20
2.0	64	19
2.0	65	18
2.0	66	16
2.0	67	16
2.0	68	13
2.0	69	12
2.0	70	11
2.0	71	11
2.0	72	11
2.0	73	10
2.0	74	10
2.0	75	9
2.0	76	9
2.0	77	7
2.0	78	7
2.0	79	6
2.0	80	6
2.0	81	5
2.0	82	5
2.0	83	4
2.0	84	4
2.0	85	3
2.0	86	3
2.0	87	2
2.0	88	2
2.0	89	2
2.0	90	2
2.0	91	1
2.0	92	1
2.0	93	1
2.0	94	1
2.0	95	1
2.0	96	1
2.0	97	1
2.0	98	1
2.0	99	1
2.0	100	1
3.0	101	100
3.0	102	5
3.0	103	4
3.0	104	3
3.0	105	3
3.0	106	3
3.0	107	2
3.0	108	2
3.0	109	2
3.0	110	2
3.0	111	2
3.0	112	1
3.0	113	1
3.0	114	1
3.0	115	1
3.0	116	1
3.0	117	1
3.0	118	1
3.0	119	1
3.0	120	1
3.0	121	1
3.0	122	1
3.0	123	1
3.0	124	1
3.0	125	1
3.0	126	1
3.0	127	1
3.0	128	1
3.0	129	1
3.0	130	1
3.0	131	1
3.0	132	1
3.0	133	1
3.0	134	1
3.0	135	1
3.0	136	1
3.0	137	1
3.0	138	1
3.0	139	1
3.0	140	1
3.0	141	1
3.0	142	1
3.0	143	1
3.0	144	1
3.0	145	1
3.0	146	1
3.0	147	1
3.0	148	1
3.0	149	1
3.0	150	1
4.0	51	1
4.0	53	11
4.0	64	5
4.0	65	3
4.0	70	5
4.0	72	100
4.0	77	5
4.0	151	34
4.0	152	21
4.0	153	15
4.0	154	14
4.0	155	13
4.0	156	12
4.0	157	12
4.0	158	12
4.0	159	11
4.0	160	11
4.0	161	10
4.0	162	7
4.0	163	6
4.0	164	6
4.0	165	6
4.0	166	6
4.0	167	5
4.0	168	5
4.0	169	4
4.0	170	4
4.0	171	4
4.0	172	3
4.0	173	3
4.0	174	2
4.0	175	2
4.0	176	2
4.0	177	2
4.0	178	2
4.0	179	2
4.0	180	2
4.0	181	2
4.0	182	2
4.0	183	2
4.0	184	2
4.0	185	1
4.0	186	1
4.0	187	1
4.0	188	1
4.0	189	1
4.0	190	1
4.0	191	1
4.0	192	1
4.0	193	1
5.0	53	9
5.0	154	100
5.0	173	17
5.0	182	14
5.0	190	92
5.0	194	86
5.0	195	72
5.0	196	66
5.0	197	44
5.0	198	44
5.0	199	34
5.0	200	29
5.0	201	25
5.0	202	24
5.0	203	23
5.0	204	22
5.0	205	21
5.0	206	20
5.0	207	19
5.0	208	19
5.0	209	18
5.0	210	15
5.0	211	14
5.0	212	13
5.0	213	13
5.0	214	12
5.0	215	11
5.0	216	10
5.0	217	10
5.0	218	9
5.0	219	9
5.0	220	8
5.0	221	6
5.0	222	6
5.0	223	5
5.0	224	4
5.0	225	4
5.0	226	4
5.0	227	3
5.0	228	3
5.0	229	3
5.0	230	3
5.0	231	3
5.0	232	3
5.0	233	2
5.0	234	2
5.0	235	2
5.0	236	2
5.0	237	1
5.0	238	1
6.0	77	11
6.0	239	100
6.0	240	100
6.0	241	96
6.0	242	85
6.0	243	75
6.0	244	71
6.0	245	64
6.0	246	64
6.0	247	50
6.0	248	46
6.0	249	39
6.0	250	39
6.0	251	39
6.0	252	39
6.0	253	36
6.0	254	25
6.0	255	25
6.0	256	22
6.0	257	18
6.0	258	18
6.0	259	18
6.0	260	18
6.0	261	18
6.0	262	15
6.0	263	15
6.0	264	15
6.0	265	15
6.0	266	11
6.0	267	11
6.0	268	11
6.0	269	11
6.0	270	11
6.0	271	8
6.0	272	8
6.0	273	8
6.0	274	8
6.0	275	4
6.0	276	4
6.0	277	4
6.0	278	4
6.0	279	4
6.0	280	4
6.0	281	4
6.0	282	4
6.0	283	4
6.0	284	1
6.0	285	1
6.0	286	1
6.0	287	1
7.0	55	7
7.0	67	5
7.0	89	13
7.0	257	11
7.0	288	99
7.0	289	25
7.0	290	14
7.0	291	12
7.0	292	9
7.0	293	9
7.0	294	7
7.0	295	6
7.0	296	5
7.0	297	4
7.0	298	3
7.0	299	3
7.0	300	3
7.0	301	3
7.0	302	3
7.0	303	3
7.0	304	2
7.0	305	2
7.0	306	2
7.0	307	2
7.0	308	2
7.0	309	2
7.0	310	2
7.0	311	2
7.0	312	1
7.0	313	1
7.0	314	1
7.0	315	1
7.0	316	1
7.0	317	1
7.0	318	1
7.0	319	1
7.0	320	1
7.0	321	1
7.0	322	1
7.0	323	1
7.0	324	1
7.0	325	1
7.0	326	1
7.0	327	1
7.0	328	1
7.0	329	1
7.0	330	1
7.0	331	1
7.0	332	1
7.0	333	1
8.0	71	1
8.0	89	13
8.0	97	3
8.0	251	2
8.0	257	5
8.0	265	7
8.0	288	5
8.0	289	34
8.0	291	4
8.0	292	10
8.0	295	21
8.0	296	15
8.0	298	8
8.0	300	3
8.0	302	5
8.0	311	3
8.0	323	7
8.0	334	100
8.0	335	36
8.0	336	26
8.0	337	20
8.0	338	13
8.0	339	11
8.0	340	11
8.0	341	11
8.0	342	10
8.0	343	7
8.0	344	7
8.0	345	6
8.0	346	6
8.0	347	6
8.0	348	6
8.0	349	6
8.0	350	6
8.0	351	5
8.0	352	4
8.0	353	4
8.0	354	4
8.0	355	4
8.0	356	3
8.0	357	3
8.0	358	2
8.0	359	2
8.0	360	2
8.0	361	2
8.0	362	1
8.0	363	1
8.0	364	1
8.0	365	1
8.0	366	1
9.0	8	17
9.0	367	100
9.0	368	56
9.0	369	43
9.0	370	41
9.0	371	40
9.0	372	39
9.0	373	23
9.0	374	22
9.0	375	19
9.0	376	19
9.0	377	18
9.0	378	17
9.0	379	16
9.0	380	15
9.0	381	15
9.0	382	14
9.0	383	14
9.0	384	13
9.0	385	11
9.0	386	11
9.0	387	10
9.0	388	9
9.0	389	8
9.0	390	7
9.0	391	7
9.0	392	7
9.0	393	6
9.0	394	6
9.0	395	5
9.0	396	4
9.0	397	4
9.0	398	4
9.0	399	3
9.0	400	3
9.0	401	3
9.0	402	3
9.0	403	3
9.0	404	3
9.0	405	2
9.0	406	2
9.0	407	1
9.0	408	1
9.0	409	1
9.0	410	1
9.0	411	1
9.0	412	1
9.0	413	1
9.0	414	1
9.0	415	1
10.0	154	1
10.0	159	3
10.0	196	33
10.0	199	41
10.0	200	5
10.0	208	6
10.0	217	21
10.0	219	2
10.0	225	38
10.0	228	5
10.0	229	28
10.0	416	99
10.0	417	48
10.0	418	30
10.0	419	30
10.0	420	29
10.0	421	27
10.0	422	24
10.0	423	23
10.0	424	22
10.0	425	20
10.0	426	15
10.0	427	15
10.0	428	15
10.0	429	14
10.0	430	14
10.0	431	13
10.0	432	13
10.0	433	11
10.0	434	10
10.0	435	7
10.0	436	6
10.0	437	6
10.0	438	6
10.0	439	5
10.0	440	3
10.0	441	3
10.0	442	3
10.0	443	3
10.0	444	2
10.0	445	2
10.0	446	2
10.0	447	2
10.0	448	1
10.0	449	1
10.0	450	1
10.0	451	1
10.0	452	1
10.0	453	1
10.0	454	1
11.0	67	1
11.0	89	75
11.0	157	19
11.0	230	3
11.0	234	4
11.0	288	13
11.0	289	86
11.0	292	8
11.0	294	1
11.0	295	7
11.0	300	3
11.0	301	2
11.0	304	19
11.0	306	1
11.0	325	2
11.0	327	3
11.0	329	8
11.0	344	1
11.0	349	3
11.0	455	100
11.0	456	41
11.0	457	37
11.0	458	35
11.0	459	32
11.0	460	31
11.0	461	31
11.0	462	26
11.0	463	24
11.0	464	21
11.0	465	19
11.0	466	18
11.0	467	14
11.0	468	12
11.0	469	8
11.0	470	8
11.0	471	8
11.0	472	7
11.0	473	6
11.0	474	5
11.0	475	5
11.0	476	3
11.0	477	3
11.0	478	3
11.0	479	3
11.0	480	3
11.0	481	2
11.0	482	1
11.0	483	1
11.0	484	1
